Pregunta,Respuesta,Nombre del Documento,Título/Encabezado del Documento,Sección/Capítulo,Cláusula o Artículo,Palabras Clave
¿Qué define la Ley sobre el cobro de cuotas adeudadas?,El Instituto puede iniciar procedimientos administrativos para garantizar el cobro de cuotas omitidas.,LSS_Q&A.docx,Artículo 137,General,137,Artículo 137
¿Qué establece la Ley sobre la auditoría a patrones por el Instituto?,El Instituto tiene derecho a realizar auditorías para verificar el cumplimiento de las obligaciones patronales.,LSS_Q&A.docx,Artículo 138,General,138,Artículo 138
¿Qué define la Ley sobre las sanciones por incumplimiento de obligaciones patronales?,Los patrones pueden ser sancionados con multas y otras penalizaciones por incumplir sus obligaciones con el Seguro Social.,LSS_Q&A.docx,Artículo 139,General,139,Artículo 139
¿Qué establece la Ley sobre la creación del Fondo de Reserva del Seguro Social?,Garantizar la estabilidad financiera del Instituto mediante la constitución de un fondo de reserva.,LSS_Q&A.docx,Artículo 140,General,140,Artículo 140
¿Qué define la Ley sobre el manejo de los excedentes financieros del Instituto?,Los excedentes deben reinvertirse en mejorar los servicios y prestaciones de la seguridad social.,LSS_Q&A.docx,Artículo 141,General,141,Artículo 141
¿Qué establece la Ley sobre las inversiones del Instituto?,"Las inversiones deben realizarse bajo principios de seguridad, rentabilidad y transparencia.",LSS_Q&A.docx,Artículo 142,General,142,Artículo 142
¿Qué define la Ley sobre la autonomía financiera del Instituto?,"El Instituto tiene autonomía para gestionar sus recursos, siempre bajo principios de eficiencia y responsabilidad.",LSS_Q&A.docx,Artículo 143,General,143,Artículo 143
¿Qué obligaciones tiene el Instituto respecto a la rendición de cuentas?,Informar anualmente sobre el uso de recursos y resultados operativos a las autoridades y la sociedad.,LSS_Q&A.docx,Artículo 144,General,144,Artículo 144
¿Qué establece la Ley sobre la capacitación del personal del Instituto?,El Instituto debe proporcionar formación y actualización continua a su personal para garantizar la calidad de los servicios.,LSS_Q&A.docx,Artículo 145,General,145,Artículo 145
¿Qué define la Ley sobre la modernización tecnológica del Instituto?,Incorporar tecnología de vanguardia para mejorar la eficiencia y accesibilidad de los servicios.,LSS_Q&A.docx,Artículo 146,General,146,Artículo 146
¿Qué establece la Ley sobre los derechos laborales de los trabajadores del Instituto?,"Tienen derecho a prestaciones, estabilidad laboral y condiciones dignas conforme a la Ley Federal del Trabajo.",LSS_Q&A.docx,Artículo 147,General,147,Artículo 147
¿Qué define la Ley sobre la relación del Instituto con los sindicatos?,El Instituto debe mantener relaciones de colaboración y respeto con los sindicatos de sus trabajadores.,LSS_Q&A.docx,Artículo 148,General,148,Artículo 148
¿Qué obligaciones tiene el Instituto con los jubilados y pensionados?,Garantizar el pago oportuno de pensiones y el acceso a servicios médicos y sociales.,LSS_Q&A.docx,Artículo 149,General,149,Artículo 149
¿Qué establece la Ley sobre la evaluación de los servicios del Instituto?,El Instituto debe realizar evaluaciones periódicas para garantizar la calidad y eficacia de sus servicios.,LSS_Q&A.docx,Artículo 150,General,150,Artículo 150
¿Qué define la Ley sobre la supervisión de las prestaciones del Seguro Social?,El Instituto debe supervisar que las prestaciones otorgadas cumplan con los estándares de calidad establecidos.,LSS_Q&A.docx,Artículo 151,General,151,Artículo 151
¿Qué establece la Ley sobre la transparencia en el manejo de recursos del Instituto?,El Instituto debe garantizar el acceso público a la información sobre el uso de sus recursos financieros y operativos.,LSS_Q&A.docx,Artículo 152,General,152,Artículo 152
¿Qué define la Ley sobre la cooperación internacional del Instituto?,El Instituto puede colaborar con organismos internacionales para intercambiar experiencias y mejorar sus servicios.,LSS_Q&A.docx,Artículo 153,General,153,Artículo 153
¿Qué obligaciones tiene el Instituto respecto a la educación para la salud?,Implementar programas educativos orientados a la prevención y el autocuidado de la salud de los asegurados.,LSS_Q&A.docx,Artículo 154,General,154,Artículo 154
¿Qué define la Ley sobre las medidas de austeridad del Instituto?,El Instituto debe aplicar medidas de austeridad para optimizar recursos sin afectar la calidad de los servicios.,LSS_Q&A.docx,Artículo 155,General,155,Artículo 155
¿Qué establece la Ley sobre la creación de reservas técnicas?,El Instituto debe establecer reservas técnicas para garantizar la sostenibilidad financiera de sus operaciones.,LSS_Q&A.docx,Artículo 156,General,156,Artículo 156
¿Qué define la Ley sobre los programas de seguridad e higiene en el trabajo?,El Instituto debe coordinarse con los patrones para promover la seguridad y salud en los centros de trabajo.,LSS_Q&A.docx,Artículo 157,General,157,Artículo 157
¿Qué obligaciones tienen los patrones en la implementación de medidas de seguridad?,"Proveer equipo de protección, capacitar a los trabajadores y realizar evaluaciones periódicas de riesgos.",LSS_Q&A.docx,Artículo 158,General,158,Artículo 158
¿Qué define la Ley sobre la actualización de datos de los asegurados?,Los asegurados y patrones deben mantener actualizados los datos proporcionados al Instituto.,LSS_Q&A.docx,Artículo 159,General,159,Artículo 159
¿Qué establece la Ley sobre los sistemas de registro electrónico?,El Instituto debe utilizar sistemas electrónicos para agilizar los trámites y mejorar la atención a los asegurados.,LSS_Q&A.docx,Artículo 160,General,160,Artículo 160
¿Qué define la Ley sobre los convenios de regularización de cuotas?,Los patrones pueden celebrar convenios con el Instituto para regularizar el pago de cuotas adeudadas.,LSS_Q&A.docx,Artículo 161,General,161,Artículo 161
¿Qué establece la Ley sobre los incentivos a patrones cumplidos?,"El Instituto puede otorgar incentivos, como descuentos o reconocimientos, a patrones que cumplan puntualmente con sus obligaciones.",LSS_Q&A.docx,Artículo 162,General,162,Artículo 162
¿Qué define la Ley sobre las sanciones por omisión de datos?,Los patrones o asegurados que omitan proporcionar información requerida pueden ser sancionados conforme a la Ley.,LSS_Q&A.docx,Artículo 163,General,163,Artículo 163
¿Qué establece la Ley sobre los procedimientos administrativos del Instituto?,"El Instituto debe garantizar que los procedimientos administrativos sean ágiles, claros y transparentes.",LSS_Q&A.docx,Artículo 164,General,164,Artículo 164
¿Qué define la Ley sobre la prevención de fraudes en el Seguro Social?,El Instituto debe implementar controles internos y auditorías para prevenir y sancionar fraudes.,LSS_Q&A.docx,Artículo 165,General,165,Artículo 165
¿Qué establece la Ley sobre la reestructuración de créditos fiscales?,Los patrones pueden solicitar reestructuración de sus adeudos fiscales bajo condiciones aprobadas por el Instituto.,LSS_Q&A.docx,Artículo 166,General,166,Artículo 166
¿Qué define la Ley sobre la cancelación de créditos incobrables?,El Instituto puede cancelar créditos que sean considerados incobrables tras agotar los procedimientos de cobranza.,LSS_Q&A.docx,Artículo 167,General,167,Artículo 167
¿Qué establece la Ley sobre la recuperación de recursos del Instituto?,El Instituto debe priorizar la recuperación de recursos económicos mediante procedimientos legales y administrativos.,LSS_Q&A.docx,Artículo 168,General,168,Artículo 168
¿Qué define la Ley sobre la administración de bienes inmuebles del Instituto?,Los bienes inmuebles deben ser utilizados para mejorar la prestación de servicios y pueden ser arrendados o enajenados bajo criterios legales.,LSS_Q&A.docx,Artículo 169,General,169,Artículo 169
¿Qué establece la Ley sobre las adquisiciones del Instituto?,"Las adquisiciones deben realizarse bajo principios de transparencia, eficiencia y competencia.",LSS_Q&A.docx,Artículo 170,General,170,Artículo 170
¿Qué define la Ley sobre la fiscalización de las adquisiciones del Instituto?,Las adquisiciones están sujetas a auditorías internas y externas para garantizar su legalidad.,LSS_Q&A.docx,Artículo 171,General,171,Artículo 171
¿Qué establece la Ley sobre los procedimientos de licitación pública?,"Los contratos deben adjudicarse mediante licitación pública, salvo excepciones justificadas.",LSS_Q&A.docx,Artículo 172,General,172,Artículo 172
¿Qué define la Ley sobre los contratos de servicios médicos externos?,El Instituto puede contratar servicios externos para complementar la atención médica a los asegurados.,LSS_Q&A.docx,Artículo 173,General,173,Artículo 173
¿Qué establece la Ley sobre los contratos de mantenimiento de infraestructura?,El Instituto debe garantizar el mantenimiento adecuado de sus instalaciones mediante contratos transparentes.,LSS_Q&A.docx,Artículo 174,General,174,Artículo 174
¿Qué define la Ley sobre la asignación de obras públicas del Instituto?,"Las obras deben asignarse bajo criterios de licitación, calidad y costo beneficio.",LSS_Q&A.docx,Artículo 175,General,175,Artículo 175
¿Qué establece la Ley sobre los derechos de propiedad intelectual del Instituto?,El Instituto tiene derechos sobre desarrollos tecnológicos y patentes generados en el ámbito de la seguridad social.,LSS_Q&A.docx,Artículo 176,General,176,Artículo 176
¿Qué define la Ley sobre las políticas de comunicación del Instituto?,"El Instituto debe informar a la sociedad sobre sus servicios, programas y resultados de manera clara y accesible.",LSS_Q&A.docx,Artículo 177,General,177,Artículo 177
¿Qué establece la Ley sobre los informes anuales del Instituto?,El Instituto debe rendir informes anuales al Ejecutivo Federal y al Congreso sobre su desempeño y resultados.,LSS_Q&A.docx,Artículo 178,General,178,Artículo 178
¿Qué define la Ley sobre las relaciones laborales internas del Instituto?,Las relaciones laborales del Instituto se rigen por la Ley Federal del Trabajo y los contratos colectivos aplicables.,LSS_Q&A.docx,Artículo 179,General,179,Artículo 179
¿Qué establece la Ley sobre los derechos de los trabajadores del Instituto?,"Los trabajadores tienen derecho a prestaciones, estabilidad laboral y capacitación conforme a las leyes aplicables.",LSS_Q&A.docx,Artículo 180,General,180,Artículo 180
¿Qué define la Ley sobre la atención médica preventiva?,"El Instituto debe implementar programas de prevención de enfermedades, educación para la salud y chequeos regulares para asegurados y sus beneficiarios.",LSS_Q&A.docx,Artículo 181,General,181,Artículo 181
¿Qué establece la Ley sobre la atención médica de emergencias?,"El Instituto debe proporcionar atención médica inmediata en casos de emergencia, sin importar la calidad de asegurado en el momento.",LSS_Q&A.docx,Artículo 182,General,182,Artículo 182
¿Qué define la Ley sobre el acceso a servicios de especialidad?,Los asegurados tienen derecho a servicios de especialidad previa referencia médica y cumplimiento de criterios establecidos por el Instituto.,LSS_Q&A.docx,Artículo 183,General,183,Artículo 183
¿Qué establece la Ley sobre la asignación de recursos para atención médica?,Los recursos deben ser asignados de manera eficiente para garantizar la cobertura y calidad de los servicios médicos.,LSS_Q&A.docx,Artículo 184,General,184,Artículo 184
¿Qué define la Ley sobre la gestión de hospitales del Instituto?,Los hospitales deben ser administrados para garantizar la prestación continua y de calidad de los servicios médicos.,LSS_Q&A.docx,Artículo 185,General,185,Artículo 185
¿Qué obligaciones tiene el Instituto respecto a la formación de médicos especialistas?,Proveer programas de especialización médica y capacitación continua para su personal médico.,LSS_Q&A.docx,Artículo 186,General,186,Artículo 186
¿Qué define la Ley sobre los servicios de rehabilitación del Instituto?,"La rehabilitación incluye terapias físicas, ocupacionales y psicológicas para pacientes con discapacidades temporales o permanentes.",LSS_Q&A.docx,Artículo 187,General,187,Artículo 187
¿Qué establece la Ley sobre la atención integral del paciente?,Los servicios médicos deben coordinarse con terapias y programas sociales para asegurar la recuperación integral del paciente.,LSS_Q&A.docx,Artículo 188,General,188,Artículo 188
¿Qué define la Ley sobre el suministro de medicamentos?,"Los asegurados tienen derecho a recibir medicamentos prescritos de forma oportuna, conforme al cuadro básico del Instituto.",LSS_Q&A.docx,Artículo 189,General,189,Artículo 189
¿Qué establece la Ley sobre los controles de calidad en servicios médicos?,El Instituto debe realizar evaluaciones periódicas para asegurar que los servicios médicos cumplan con estándares de calidad.,LSS_Q&A.docx,Artículo 190,General,190,Artículo 190
¿Qué define la Ley sobre la atención a enfermedades crónicas?,"El Instituto debe implementar programas de detección temprana, control y tratamiento para enfermedades crónicas como diabetes e hipertensión.",LSS_Q&A.docx,Artículo 191,General,191,Artículo 191
¿Qué establece la Ley sobre las campañas de vacunación?,El Instituto debe organizar campañas de vacunación para prevenir enfermedades transmisibles entre la población asegurada.,LSS_Q&A.docx,Artículo 192,General,192,Artículo 192
¿Qué define la Ley sobre los servicios odontológicos del Instituto?,"Incluyen limpieza dental, tratamiento de caries, extracciones y atención de emergencias odontológicas.",LSS_Q&A.docx,Artículo 193,General,193,Artículo 193
¿Qué establece la Ley sobre los programas de salud mental?,"El Instituto debe ofrecer servicios de diagnóstico, tratamiento y prevención de trastornos mentales y emocionales.",LSS_Q&A.docx,Artículo 194,General,194,Artículo 194
¿Qué define la Ley sobre la atención a pacientes terminales?,Los pacientes terminales tienen derecho a cuidados paliativos que aseguren su bienestar y calidad de vida.,LSS_Q&A.docx,Artículo 195,General,195,Artículo 195
¿Qué obligaciones tiene el Instituto respecto a la atención a recién nacidos?,Proveer servicios médicos especializados y atención integral para garantizar el desarrollo saludable del recién nacido.,LSS_Q&A.docx,Artículo 196,General,196,Artículo 196
¿Qué define la Ley sobre la capacitación para la atención de emergencias?,El personal médico y paramédico del Instituto debe estar capacitado para actuar en casos de emergencia médica.,LSS_Q&A.docx,Artículo 197,General,197,Artículo 197
¿Qué establece la Ley sobre el manejo de recursos para investigaciones médicas?,El Instituto puede destinar recursos para investigaciones orientadas a mejorar la calidad de los servicios médicos.,LSS_Q&A.docx,Artículo 198,General,198,Artículo 198
¿Qué define la Ley sobre la coordinación con otras instituciones de salud?,El Instituto puede colaborar con otras instituciones para mejorar la cobertura y la calidad de los servicios de salud.,LSS_Q&A.docx,Artículo 199,General,199,Artículo 199
¿Qué establece la Ley sobre los derechos de los asegurados en servicios médicos?,"Los asegurados tienen derecho a recibir atención digna, oportuna y de calidad en todos los niveles de atención médica.",LSS_Q&A.docx,Artículo 200,General,200,Artículo 200
¿Qué define la Ley sobre la protección de datos de los asegurados?,El Instituto debe garantizar la confidencialidad y seguridad de los datos personales y médicos de los asegurados.,LSS_Q&A.docx,Artículo 201,General,201,Artículo 201
¿Qué establece la Ley sobre el acceso universal a servicios médicos?,El Instituto debe trabajar para garantizar que todos los asegurados y beneficiarios tengan acceso igualitario a los servicios médicos.,LSS_Q&A.docx,Artículo 202,General,202,Artículo 202
¿Qué define la Ley sobre la atención domiciliaria?,"En casos justificados, el Instituto puede proporcionar atención médica en el domicilio del asegurado.",LSS_Q&A.docx,Artículo 203,General,203,Artículo 203
¿Qué establece la Ley sobre el seguimiento a pacientes crónicos?,El Instituto debe realizar un seguimiento periódico y personalizado para asegurar el control de enfermedades crónicas.,LSS_Q&A.docx,Artículo 204,General,204,Artículo 204
¿Qué define la Ley sobre la actualización tecnológica en hospitales?,"El Instituto debe incorporar tecnología moderna para mejorar los diagnósticos, tratamientos y la gestión hospitalaria.",LSS_Q&A.docx,Artículo 205,General,205,Artículo 205
¿Qué establece la Ley sobre la formación de recursos humanos en salud?,El Instituto debe formar y capacitar profesionales de la salud para cubrir las necesidades de atención médica.,LSS_Q&A.docx,Artículo 206,General,206,Artículo 206
¿Qué define la Ley sobre la prevención de infecciones nosocomiales?,Los hospitales deben implementar protocolos estrictos para prevenir infecciones adquiridas dentro de las instalaciones médicas.,LSS_Q&A.docx,Artículo 207,General,207,Artículo 207
¿Qué establece la Ley sobre la atención especializada a menores de edad?,El Instituto debe garantizar servicios médicos especializados para niños y adolescentes asegurados.,LSS_Q&A.docx,Artículo 208,General,208,Artículo 208
¿Qué define la Ley sobre la atención médica a mujeres aseguradas?,"El Instituto debe ofrecer servicios específicos para la salud de las mujeres, incluyendo prevención, diagnóstico y tratamiento de enfermedades.",LSS_Q&A.docx,Artículo 209,General,209,Artículo 209
¿Qué establece la Ley sobre la participación de los asegurados en programas de salud?,Los asegurados tienen derecho a participar en programas educativos y preventivos que mejoren su bienestar general.,LSS_Q&A.docx,Artículo 210,General,210,Artículo 210
¿Qué define la Ley sobre los programas de educación para la salud?,El Instituto debe organizar programas educativos para fomentar la prevención y el cuidado de la salud entre asegurados y beneficiarios.,LSS_Q&A.docx,Artículo 211,General,211,Artículo 211
¿Qué establece la Ley sobre la promoción de hábitos saludables?,"El Instituto debe implementar campañas para promover una alimentación balanceada, actividad física y evitar el consumo de sustancias nocivas.",LSS_Q&A.docx,Artículo 212,General,212,Artículo 212
¿Qué define la Ley sobre los servicios de medicina preventiva?,"Incluyen chequeos regulares, diagnósticos tempranos, y orientación sobre prevención de enfermedades.",LSS_Q&A.docx,Artículo 213,General,213,Artículo 213
¿Qué establece la Ley sobre los servicios médicos rurales?,El Instituto debe garantizar la prestación de servicios médicos en zonas rurales mediante unidades móviles y convenios con entidades locales.,LSS_Q&A.docx,Artículo 214,General,214,Artículo 214
¿Qué define la Ley sobre la integración de servicios de salud?,El Instituto puede coordinarse con otros sistemas de salud para garantizar una atención integral a los asegurados.,LSS_Q&A.docx,Artículo 215,General,215,Artículo 215
¿Qué establece la Ley sobre la atención a grupos vulnerables?,"El Instituto debe diseñar programas específicos para atender las necesidades de salud de personas con discapacidad, adultos mayores y otros grupos vulnerables.",LSS_Q&A.docx,Artículo 216,General,216,Artículo 216
¿Qué define la Ley sobre los servicios de vacunación masiva?,El Instituto debe garantizar la vacunación de la población asegurada en campañas nacionales o locales.,LSS_Q&A.docx,Artículo 217,General,217,Artículo 217
¿Qué establece la Ley sobre los cuidados paliativos?,Los asegurados con enfermedades terminales tienen derecho a recibir cuidados paliativos que aseguren su confort y calidad de vida.,LSS_Q&A.docx,Artículo 218,General,218,Artículo 218
¿Qué define la Ley sobre la atención médica a enfermedades infecciosas?,"El Instituto debe proporcionar diagnóstico, tratamiento y aislamiento en casos de enfermedades infecciosas para evitar su propagación.",LSS_Q&A.docx,Artículo 219,General,219,Artículo 219
¿Qué establece la Ley sobre la formación en prevención de riesgos laborales?,El Instituto debe capacitar a los patrones y trabajadores en la prevención de accidentes y enfermedades laborales.,LSS_Q&A.docx,Artículo 220,General,220,Artículo 220
¿Qué define la Ley sobre los servicios de urgencias médicas?,"El Instituto debe contar con personal, equipo y medicamentos adecuados para la atención inmediata de emergencias.",LSS_Q&A.docx,Artículo 221,General,221,Artículo 221
¿Qué establece la Ley sobre la atención especializada a mujeres embarazadas?,"El Instituto debe garantizar servicios de atención prenatal, parto y cuidados postnatales para aseguradas y beneficiarias.",LSS_Q&A.docx,Artículo 222,General,222,Artículo 222
¿Qué define la Ley sobre el seguimiento de enfermedades crónicas degenerativas?,Los asegurados con enfermedades crónicas deben recibir seguimiento continuo para mantener el control de su condición.,LSS_Q&A.docx,Artículo 223,General,223,Artículo 223
¿Qué establece la Ley sobre la integración de expedientes médicos electrónicos?,El Instituto debe implementar sistemas digitales para gestionar y proteger los expedientes médicos de los asegurados.,LSS_Q&A.docx,Artículo 224,General,224,Artículo 224
¿Qué define la Ley sobre la atención a accidentes masivos?,El Instituto debe contar con planes de contingencia y equipos especializados para atender emergencias colectivas.,LSS_Q&A.docx,Artículo 225,General,225,Artículo 225
¿Qué establece la Ley sobre la equidad en los servicios médicos?,El Instituto debe garantizar acceso igualitario a los servicios de salud para todos los asegurados y beneficiarios.,LSS_Q&A.docx,Artículo 226,General,226,Artículo 226
¿Qué define la Ley sobre la capacitación en primeros auxilios?,"El Instituto debe ofrecer cursos y talleres de primeros auxilios para asegurados, beneficiarios y trabajadores.",LSS_Q&A.docx,Artículo 227,General,227,Artículo 227
¿Qué establece la Ley sobre la atención a enfermedades mentales severas?,"Los asegurados tienen derecho a recibir diagnóstico, tratamiento y rehabilitación para enfermedades mentales severas.",LSS_Q&A.docx,Artículo 228,General,228,Artículo 228
¿Qué define la Ley sobre la prevención del suicidio?,"El Instituto debe implementar programas de prevención, detección temprana y tratamiento para personas en riesgo de suicidio.",LSS_Q&A.docx,Artículo 229,General,229,Artículo 229
¿Qué establece la Ley sobre la promoción de salud en el trabajo?,El Instituto debe coordinarse con los patrones para implementar programas que promuevan la salud física y mental en los centros de trabajo.,LSS_Q&A.docx,Artículo 230,General,230,Artículo 230
¿Qué define la Ley sobre la atención médica domiciliaria?,El Instituto debe proporcionar atención médica en el domicilio de asegurados que no puedan trasladarse a una unidad médica.,LSS_Q&A.docx,Artículo 231,General,231,Artículo 231
¿Qué establece la Ley sobre la atención a menores asegurados?,"Los niños asegurados tienen derecho a servicios médicos integrales, incluyendo vacunación, control de crecimiento y desarrollo.",LSS_Q&A.docx,Artículo 232,General,232,Artículo 232
¿Qué define la Ley sobre la atención a enfermedades laborales?,"Los trabajadores con enfermedades laborales tienen derecho a diagnóstico, tratamiento y rehabilitación proporcionados por el Instituto.",LSS_Q&A.docx,Artículo 233,General,233,Artículo 233
¿Qué establece la Ley sobre la detección de cáncer en mujeres aseguradas?,El Instituto debe implementar programas de detección temprana de cáncer cervicouterino y de mama para aseguradas y beneficiarias.,LSS_Q&A.docx,Artículo 234,General,234,Artículo 234
¿Qué define la Ley sobre la atención a enfermedades respiratorias?,"Los asegurados tienen derecho a diagnóstico y tratamiento oportuno de enfermedades respiratorias, incluyendo infecciones y condiciones crónicas.",LSS_Q&A.docx,Artículo 235,General,235,Artículo 235
¿Qué establece la Ley sobre los programas de vacunación infantil?,El Instituto debe garantizar la aplicación de todas las vacunas del esquema básico a los niños asegurados.,LSS_Q&A.docx,Artículo 236,General,236,Artículo 236
¿Qué define la Ley sobre la atención a emergencias obstétricas?,"El Instituto debe ofrecer atención inmediata a emergencias relacionadas con el embarazo, parto o puerperio.",LSS_Q&A.docx,Artículo 237,General,237,Artículo 237
¿Qué establece la Ley sobre la atención médica a trabajadores eventuales?,Los trabajadores eventuales tienen derecho a recibir atención médica y prestaciones durante el periodo en que estén asegurados.,LSS_Q&A.docx,Artículo 238,General,238,Artículo 238
¿Qué define la Ley sobre la atención a lesiones por accidentes?,El Instituto debe proporcionar tratamiento integral a lesiones derivadas de accidentes laborales y no laborales.,LSS_Q&A.docx,Artículo 239,General,239,Artículo 239
¿Qué establece la Ley sobre la atención a enfermedades de transmisión sexual?,"El Instituto debe ofrecer diagnóstico, tratamiento y programas de prevención para enfermedades de transmisión sexual.",LSS_Q&A.docx,Artículo 240,General,240,Artículo 240
¿Qué define la Ley sobre la atención a enfermedades infecciosas en menores?,"El Instituto debe garantizar diagnóstico, tratamiento y seguimiento para menores afectados por enfermedades infecciosas.",LSS_Q&A.docx,Artículo 241,General,241,Artículo 241
¿Qué establece la Ley sobre los programas de educación sexual?,El Instituto debe implementar programas educativos que promuevan la salud sexual y reproductiva entre los asegurados.,LSS_Q&A.docx,Artículo 242,General,242,Artículo 242
¿Qué define la Ley sobre la atención a pacientes con enfermedades raras?,El Instituto debe proporcionar diagnóstico y tratamiento especializado a pacientes con enfermedades raras o poco comunes.,LSS_Q&A.docx,Artículo 243,General,243,Artículo 243
¿Qué establece la Ley sobre el acceso a tratamientos de alta especialidad?,Los asegurados tienen derecho a recibir tratamientos de alta especialidad previa evaluación y referencia médica.,LSS_Q&A.docx,Artículo 244,General,244,Artículo 244
¿Qué define la Ley sobre la atención a lesiones por accidentes de tránsito?,Los asegurados involucrados en accidentes de tránsito tienen derecho a recibir atención médica inmediata e integral.,LSS_Q&A.docx,Artículo 245,General,245,Artículo 245
¿Qué establece la Ley sobre la capacitación en salud ocupacional?,El Instituto debe capacitar a trabajadores y patrones sobre prevención de riesgos y promoción de la salud en el lugar de trabajo.,LSS_Q&A.docx,Artículo 246,General,246,Artículo 246
¿Qué define la Ley sobre la atención a pacientes con VIH/SIDA?,"Los asegurados tienen derecho a diagnóstico, tratamiento, seguimiento y apoyo psicológico para el manejo del VIH/SIDA.",LSS_Q&A.docx,Artículo 247,General,247,Artículo 247
¿Qué establece la Ley sobre la prevención de enfermedades cardiovasculares?,"El Instituto debe implementar programas para la detección temprana, tratamiento y educación sobre enfermedades cardiovasculares.",LSS_Q&A.docx,Artículo 248,General,248,Artículo 248
¿Qué define la Ley sobre la atención a pacientes con discapacidades físicas permanentes?,"El Instituto debe proporcionar servicios de rehabilitación, dispositivos de apoyo y programas de reintegración laboral.",LSS_Q&A.docx,Artículo 249,General,249,Artículo 249
¿Qué establece la Ley sobre los derechos de los beneficiarios menores de edad?,"Los menores de edad tienen derecho a recibir servicios médicos, educativos y recreativos proporcionados por el Instituto.",LSS_Q&A.docx,Artículo 250,General,250,Artículo 250
¿Qué define la Ley sobre la promoción de la salud mental en el trabajo?,El Instituto debe colaborar con los patrones para prevenir trastornos mentales y promover ambientes laborales saludables.,LSS_Q&A.docx,Artículo 251,General,251,Artículo 251
¿Qué establece la Ley sobre la detección temprana de cáncer en hombres?,El Instituto debe implementar programas de detección temprana de cáncer de próstata y otros tipos de cáncer en hombres.,LSS_Q&A.docx,Artículo 252,General,252,Artículo 252
¿Qué define la Ley sobre la atención a enfermedades renales?,"Los asegurados tienen derecho a tratamientos especializados, como diálisis y trasplantes renales, proporcionados por el Instituto.",LSS_Q&A.docx,Artículo 253,General,253,Artículo 253
¿Qué establece la Ley sobre la atención a trabajadores con exposición a sustancias tóxicas?,"El Instituto debe realizar diagnósticos, tratamientos y seguimientos a trabajadores expuestos a sustancias tóxicas en su lugar de trabajo.",LSS_Q&A.docx,Artículo 254,General,254,Artículo 254
¿Qué define la Ley sobre los servicios de prevención en salud infantil?,"Incluyen programas de nutrición, vacunación, control de crecimiento y desarrollo, y educación para los padres.",LSS_Q&A.docx,Artículo 255,General,255,Artículo 255
¿Qué establece la Ley sobre la atención a enfermedades metabólicas?,"Los asegurados con enfermedades metabólicas, como la diabetes, tienen derecho a recibir tratamiento integral y educación para su manejo.",LSS_Q&A.docx,Artículo 256,General,256,Artículo 256
¿Qué define la Ley sobre la promoción de la actividad física?,El Instituto debe fomentar la práctica regular de actividad física como medida preventiva para enfermedades crónicas.,LSS_Q&A.docx,Artículo 257,General,257,Artículo 257
¿Qué establece la Ley sobre la atención a enfermedades del aparato digestivo?,Los asegurados tienen derecho a recibir diagnóstico y tratamiento oportuno para enfermedades gastrointestinales y hepáticas.,LSS_Q&A.docx,Artículo 258,General,258,Artículo 258
¿Qué define la Ley sobre la atención médica geriátrica?,Los adultos mayores asegurados tienen derecho a servicios médicos especializados en geriatría y programas de cuidado integral.,LSS_Q&A.docx,Artículo 259,General,259,Artículo 259
¿Qué establece la Ley sobre la atención médica a recién nacidos prematuros?,Los recién nacidos prematuros tienen derecho a cuidados intensivos neonatales proporcionados por el Instituto.,LSS_Q&A.docx,Artículo 260,General,260,Artículo 260
¿Qué define la Ley sobre la prevención de enfermedades respiratorias crónicas?,El Instituto debe implementar programas de prevención y tratamiento para enfermedades respiratorias crónicas como el asma y la EPOC.,LSS_Q&A.docx,Artículo 261,General,261,Artículo 261
¿Qué establece la Ley sobre la atención médica integral a mujeres aseguradas?,"Las mujeres aseguradas tienen derecho a servicios especializados, incluyendo salud reproductiva y prevención de enfermedades.",LSS_Q&A.docx,Artículo 262,General,262,Artículo 262
¿Qué define la Ley sobre los programas de prevención de adicciones?,El Instituto debe implementar programas educativos y de apoyo para prevenir y tratar adicciones entre los asegurados.,LSS_Q&A.docx,Artículo 263,General,263,Artículo 263
¿Qué establece la Ley sobre la atención a enfermedades ocupacionales?,"Los trabajadores afectados por enfermedades ocupacionales tienen derecho a diagnóstico, tratamiento y rehabilitación proporcionados por el Instituto.",LSS_Q&A.docx,Artículo 264,General,264,Artículo 264
¿Qué define la Ley sobre la atención médica en zonas marginadas?,El Instituto debe garantizar la cobertura médica en zonas marginadas a través de unidades móviles y convenios con otras entidades.,LSS_Q&A.docx,Artículo 265,General,265,Artículo 265
¿Qué establece la Ley sobre la prevención de enfermedades oculares?,Los asegurados tienen derecho a diagnósticos tempranos y tratamientos para prevenir enfermedades que afecten la visión.,LSS_Q&A.docx,Artículo 266,General,266,Artículo 266
¿Qué define la Ley sobre los servicios médicos especializados en oncología?,Los asegurados tienen derecho a recibir servicios especializados en diagnóstico y tratamiento del cáncer.,LSS_Q&A.docx,Artículo 267,General,267,Artículo 267
¿Qué establece la Ley sobre la atención médica a niños con discapacidades?,"Los niños asegurados con discapacidades tienen derecho a servicios médicos integrales, rehabilitación y programas de inclusión social.",LSS_Q&A.docx,Artículo 268,General,268,Artículo 268
¿Qué define la Ley sobre la promoción de la lactancia materna?,El Instituto debe implementar programas educativos y de apoyo para fomentar la lactancia materna entre las aseguradas.,LSS_Q&A.docx,Artículo 269,General,269,Artículo 269
