Pregunta,Respuesta,Nombre del Documento,Título/Encabezado del Documento,Sección/Capítulo,Cláusula o Artículo,Palabras Clave
¿Qué programa deben formular los gobiernos federal y estatales?,"Deben formular un programa para implementar las transformaciones previstas en los transitorios cuarto, sexto y séptimo, y presentarlo al consejo en su primera reunión de 2009​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Décimo,"Deben, formular, un, programa, para"
¿Qué disposiciones aplican mientras se emiten las normas del consejo?,"Mientras se emiten las normas contables del consejo, los entes públicos deben seguir aplicando las disposiciones reglamentarias vigentes que no se opongan a la Ley​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Décimo Primero,"Mientras, se, emiten, las, normas"
¿Qué ocurre si una ley hace referencia a la Ley Federal de Presupuesto y Responsabilidad Hacendaria?,"En materia de contabilidad gubernamental, se aplicarán las disposiciones de la Ley General de Contabilidad Gubernamental​",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Transitorio Décimo Segundo,"En, materia, de, contabilidad, gubernamental,"
"¿Qué información financiera debe generarse para la Federación?
Respuesta: La información incluye estados de actividades, situación financiera, variación en la hacienda pública, cambios en la situación financiera, flujos de efectivo, informes sobre pasivos contingentes, notas a los estados financieros y estados analíticos del activo y deuda, entre otros.","Las entidades federativas deben producir la información señalada en el artículo 46, excepto por ciertos desgloses relacionados con los estados analíticos de deuda.",LGCG.pdf,Ley General de Contabilidad Gubernamental,,No identificado,"Las, entidades, federativas, deben, producir"
¿Qué rol tienen las notas a los estados financieros?,"Las notas a los estados financieros forman parte integral de estos y tienen la función de proporcionar información adicional que explique o complemente los datos reflejados en los estados financieros, garantizando que sean comprensibles y suficientes para la toma de decisiones.",LGCG.pdf,Ley General de Contabilidad Gubernamental,,No identificado,"Las, notas, a, los, estados"
"¿Qué información financiera debe generarse para la Federación?
Respuesta: La información incluye estados de actividades, situación financiera, variación en la hacienda pública, cambios en la situación financiera, flujos de efectivo, informes sobre pasivos contingentes, notas a los estados financieros y estados analíticos del activo y deuda, entre otros.","Las entidades federativas deben producir la información señalada en el artículo 46, excepto por ciertos desgloses relacionados con los estados analíticos de deuda.",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 45,"Las, entidades, federativas, deben, producir"
"¿Qué información financiera debe generarse para la Federación?
Respuesta: La información incluye estados de actividades, situación financiera, variación en la hacienda pública, cambios en la situación financiera, flujos de efectivo, informes sobre pasivos contingentes, notas a los estados financieros y estados analíticos del activo y deuda, entre otros.","Las entidades federativas deben producir la información señalada en el artículo 46, excepto por ciertos desgloses relacionados con los estados analíticos de deuda.",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 46,"Las, entidades, federativas, deben, producir"
¿Qué rol tienen las notas a los estados financieros?,"Las notas a los estados financieros forman parte integral de estos y tienen la función de proporcionar información adicional que explique o complemente los datos reflejados en los estados financieros, garantizando que sean comprensibles y suficientes para la toma de decisiones.",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 47,"Las, notas, a, los, estados"
¿Qué rol tienen las notas a los estados financieros?,"Las notas a los estados financieros forman parte integral de estos y tienen la función de proporcionar información adicional que explique o complemente los datos reflejados en los estados financieros, garantizando que sean comprensibles y suficientes para la toma de decisiones.",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 48,"Las, notas, a, los, estados"
¿Qué rol tienen las notas a los estados financieros?,"Las notas a los estados financieros forman parte integral de estos y tienen la función de proporcionar información adicional que explique o complemente los datos reflejados en los estados financieros, garantizando que sean comprensibles y suficientes para la toma de decisiones.",LGCG.pdf,Ley General de Contabilidad Gubernamental,,Artículo 49,"Las, notas, a, los, estados"
