Pregunta,Respuesta,Nombre del Documento,Título/Encabezado del Documento,Sección/Capítulo,Cláusula o Artículo,Palabras Clave
¿Qué ingresos están exentos para las instituciones de investigación científica?,"Los obtenidos por donativos y actividades relacionadas con su objeto principal, siempre que no distribuyan utilidades.",LISR_Q&A.docx,Artículo 125:,General,125,Artículo 125
¿Cómo deben manejarse los ingresos por actividades de cooperativas de producción?,"Se consideran ingresos acumulables, pero gozan de disposiciones fiscales específicas para deducciones y retenciones.",LISR_Q&A.docx,Artículo 126:,General,126,Artículo 126
¿Qué disposiciones aplican para los ingresos derivados de seguros de vida?,"Están exentos hasta ciertos límites, dependiendo de las condiciones del contrato y el tipo de seguro.",LISR_Q&A.docx,Artículo 127:,General,127,Artículo 127
¿Qué ingresos están sujetos al ISR en los contratos de arrendamiento financiero?,Los intereses derivados de estos contratos se consideran ingresos acumulables para el arrendador.,LISR_Q&A.docx,Artículo 128:,General,128,Artículo 128
¿Qué reglas aplican para las personas físicas que realizan actividades de transporte terrestre?,"Sus ingresos están gravados, pero pueden aplicar deducciones relacionadas con los gastos operativos.",LISR_Q&A.docx,Artículo 129:,General,129,Artículo 129
¿Qué ingresos están exentos para las personas físicas en el sector agrícola?,"Los ingresos hasta cierto monto anual, siempre que cumplan con los requisitos de la ley.",LISR_Q&A.docx,Artículo 130:,General,130,Artículo 130
¿Cómo se determinan los ingresos acumulables para personas físicas dedicadas a actividades de pesca?,Los ingresos obtenidos por esta actividad son acumulables y están sujetos a beneficios fiscales específicos dependiendo del nivel de ingresos.,LISR_Q&A.docx,Artículo 131:,General,131,Artículo 131
"¿Qué deducciones pueden aplicar las personas físicas en actividades agrícolas, ganaderas, pesqueras o silvícolas?","Pueden deducir gastos operativos, inversiones y otros conceptos relacionados directamente con su actividad.",LISR_Q&A.docx,Artículo 132:,General,132,Artículo 132
¿Cómo deben calcular el ISR los contribuyentes dedicados a actividades artesanales?,Deben acumular los ingresos obtenidos y pueden deducir los costos relacionados con la elaboración de los productos.,LISR_Q&A.docx,Artículo 133:,General,133,Artículo 133
¿Qué disposiciones aplican para los ingresos obtenidos por cooperativas de consumo?,"Los ingresos provenientes de sus operaciones están sujetos al ISR, excepto aquellos que se reinviertan en sus actividades principales.",LISR_Q&A.docx,Artículo 134:,General,134,Artículo 134
¿Cómo se gravan los ingresos por subarrendamiento de bienes inmuebles?,Son acumulables y se permite la deducción de gastos relacionados con el subarrendamiento.,LISR_Q&A.docx,Artículo 135:,General,135,Artículo 135
¿Qué tratamiento fiscal tienen los ingresos derivados de remesas internacionales?,Son acumulables salvo que sean exentos por ser donativos entre familiares o cumplan con otras disposiciones específicas.,LISR_Q&A.docx,Artículo 136:,General,136,Artículo 136
¿Cómo deben reportar sus ingresos los fideicomisarios en fideicomisos mixtos?,Deben acumular la parte proporcional de los ingresos atribuibles a su participación en el fideicomiso.,LISR_Q&A.docx,Artículo 137:,General,137,Artículo 137
¿Qué deducciones son aplicables para actividades de transporte marítimo?,"Se pueden deducir los costos relacionados con combustible, mantenimiento de embarcaciones y salarios del personal.",LISR_Q&A.docx,Artículo 138:,General,138,Artículo 138
¿Qué ingresos están exentos para personas físicas por la venta de bienes muebles?,"Están exentos los ingresos por la venta de bienes muebles de uso personal, excepto automóviles o activos relacionados con actividades económicas.",LISR_Q&A.docx,Artículo 139:,General,139,Artículo 139
¿Qué reglas aplican para los ingresos obtenidos por la explotación de derechos de imagen?,Son acumulables y están sujetos a retención de ISR si el pago se realiza a través de intermediarios.,LISR_Q&A.docx,Artículo 140:,General,140,Artículo 140
¿Qué ingresos están sujetos al ISR en contratos de franquicia?,Los pagos por regalías y derechos derivados de contratos de franquicia son acumulables para el franquiciador.,LISR_Q&A.docx,Artículo 141:,General,141,Artículo 141
¿Qué reglas aplican a los ingresos por la venta de títulos de crédito?,Son acumulables y pueden deducirse los costos relacionados con la adquisición de dichos títulos.,LISR_Q&A.docx,Artículo 142:,General,142,Artículo 142
¿Cómo se gravan los ingresos obtenidos por sociedades de inversión?,"Están sujetos al ISR conforme a las disposiciones aplicables a los ingresos derivados de dividendos, intereses o ganancias de capital.",LISR_Q&A.docx,Artículo 143:,General,143,Artículo 143
¿Qué tratamiento fiscal tienen las indemnizaciones por daños?,Son acumulables salvo que correspondan a la reparación de daños materiales y no representen una ganancia económica.,LISR_Q&A.docx,Artículo 144:,General,144,Artículo 144
¿Qué disposiciones aplican para los ingresos derivados de contratos de fideicomisos de inversión?,Los ingresos se atribuyen a los fideicomisarios y deben ser acumulados conforme a las disposiciones fiscales.,LISR_Q&A.docx,Artículo 145:,General,145,Artículo 145
¿Qué ingresos por actividades deportivas están sujetos al ISR?,"Todos los ingresos obtenidos por deportistas profesionales son acumulables, incluidos patrocinios y premios.",LISR_Q&A.docx,Artículo 146:,General,146,Artículo 146
¿Qué ingresos de organismos internacionales están exentos del ISR?,"Están exentos los ingresos relacionados con sus funciones oficiales en México, conforme a tratados internacionales.",LISR_Q&A.docx,Artículo 147:,General,147,Artículo 147
¿Cómo se gravan los ingresos por operaciones financieras derivadas?,"Las ganancias obtenidas son acumulables y los contribuyentes pueden deducir las pérdidas, siempre que cumplan con los requisitos establecidos.",LISR_Q&A.docx,Artículo 148:,General,148,Artículo 148
¿Qué tratamiento fiscal tienen las ganancias obtenidas por ventas en el extranjero?,"Son acumulables para residentes en México, pero pueden acreditarse los impuestos pagados en el extranjero.",LISR_Q&A.docx,Artículo 149:,General,149,Artículo 149
¿Qué disposiciones aplican a los ingresos por donativos internacionales?,Están exentos si provienen de entidades sin fines de lucro y se destinan a actividades asistenciales.,LISR_Q&A.docx,Artículo 150:,General,150,Artículo 150
¿Qué deducciones personales pueden realizar las personas físicas?,"Incluyen gastos médicos, intereses reales por créditos hipotecarios, colegiaturas, donativos, y seguros médicos.",LISR_Q&A.docx,Artículo 151:,General,151,Artículo 151
¿Qué tasas se aplican al cálculo del ISR para personas físicas?,Se aplican tasas progresivas dependiendo del nivel de ingresos anuales del contribuyente.,LISR_Q&A.docx,Artículo 152:,General,152,Artículo 152
¿Qué tratamiento fiscal tienen los ingresos por servicios profesionales prestados en el extranjero?,"Son acumulables, pero pueden acreditarse los impuestos pagados en el extranjero.",LISR_Q&A.docx,Artículo 153:,General,153,Artículo 153
¿Cómo deben manejarse los ingresos obtenidos por servicios digitales?,Son acumulables y están sujetos a retenciones específicas dependiendo del tipo de operación.,LISR_Q&A.docx,Artículo 154:,General,154,Artículo 154
¿Qué reglas aplican para los ingresos derivados de actividades mineras?,Son acumulables y las empresas deben cumplir con las obligaciones específicas establecidas para el sector.,LISR_Q&A.docx,Artículo 155:,General,155,Artículo 155
¿Cómo se gravan los ingresos obtenidos por ventas en ferias y exposiciones?,"Son acumulables, pero los organizadores pueden estar obligados a efectuar retenciones del ISR.",LISR_Q&A.docx,Artículo 156:,General,156,Artículo 156
¿Qué tratamiento tienen los ingresos obtenidos por derechos de autor?,"Son acumulables, salvo las exenciones específicas para autores residentes en México.",LISR_Q&A.docx,Artículo 157:,General,157,Artículo 157
¿Qué deducciones son aplicables para personas físicas con ingresos por actividades artísticas?,"Pueden deducir gastos de producción, promoción y transporte relacionados con su actividad.",LISR_Q&A.docx,Artículo 158:,General,158,Artículo 158
¿Cómo se manejan los ingresos obtenidos por la venta de marcas o patentes?,Son acumulables y están sujetos a retenciones si el pago lo realiza una persona moral.,LISR_Q&A.docx,Artículo 159:,General,159,Artículo 159
¿Qué ingresos están exentos para las entidades de beneficencia pública?,Están exentos los ingresos provenientes de donativos y actividades asistenciales realizadas sin fines de lucro.,LISR_Q&A.docx,Artículo 160:,General,160,Artículo 160
¿Qué ingresos están gravados para las asociaciones deportivas?,"Los ingresos derivados de actividades no deportivas están gravados, salvo los exentos por su naturaleza asistencial o educativa.",LISR_Q&A.docx,Artículo 161:,General,161,Artículo 161
¿Qué reglas aplican para los ingresos obtenidos por rentas de equipos especializados?,Son acumulables y los gastos relacionados con el mantenimiento o operación de los equipos son deducibles.,LISR_Q&A.docx,Artículo 162:,General,162,Artículo 162
¿Qué tratamiento fiscal tienen los ingresos por premios internacionales?,"Están sujetos al ISR en México, salvo que existan tratados internacionales que permitan evitar la doble tributación.",LISR_Q&A.docx,Artículo 163:,General,163,Artículo 163
¿Cómo se gravan los ingresos derivados de contratos de asociación en participación?,Los ingresos se atribuyen al asociante o asociados conforme a los términos del contrato y son acumulables.,LISR_Q&A.docx,Artículo 164:,General,164,Artículo 164
¿Qué deducciones son aplicables para actividades de exportación de bienes?,"Son deducibles los costos relacionados con la producción, transporte y comercialización de los bienes exportados.",LISR_Q&A.docx,Artículo 165:,General,165,Artículo 165
¿Qué ingresos están exentos para las organizaciones civiles sin fines de lucro?,"Los ingresos provenientes de cuotas, donativos y actividades relacionadas con su objeto principal están exentos.",LISR_Q&A.docx,Artículo 166:,General,166,Artículo 166
¿Qué tratamiento tienen las herencias y legados recibidos por personas físicas?,"Están exentos del ISR, salvo que generen ingresos adicionales sujetos a gravamen.",LISR_Q&A.docx,Artículo 167:,General,167,Artículo 167
¿Qué reglas aplican para la deducción de gastos médicos realizados en el extranjero?,Son deducibles si están debidamente comprobados y relacionados con la salud del contribuyente o sus dependientes económicos.,LISR_Q&A.docx,Artículo 168:,General,168,Artículo 168
¿Qué ingresos derivados de actividades artísticas están exentos del ISR?,"Los ingresos obtenidos por premios nacionales de arte o becas relacionadas están exentos, conforme a la ley.",LISR_Q&A.docx,Artículo 169:,General,169,Artículo 169
¿Qué tratamiento fiscal tienen los ingresos por actividades científicas?,"Los ingresos provenientes de subvenciones o premios nacionales están exentos, salvo que se consideren honorarios.",LISR_Q&A.docx,Artículo 170:,General,170,Artículo 170
¿Qué disposiciones aplican a los ingresos por arrendamiento de maquinaria?,"Son acumulables, y se permite deducir los gastos de mantenimiento y operación de la maquinaria.",LISR_Q&A.docx,Artículo 171:,General,171,Artículo 171
¿Cómo se gravan los ingresos por actividades de recolección y reciclaje?,"Son acumulables, pero pueden gozar de incentivos fiscales específicos dependiendo del tipo de material reciclado.",LISR_Q&A.docx,Artículo 172:,General,172,Artículo 172
¿Qué deducciones son aplicables para actividades agroindustriales?,"Los costos de producción, almacenamiento, transporte y comercialización son deducibles.",LISR_Q&A.docx,Artículo 173:,General,173,Artículo 173
¿Cómo se gravan los ingresos por cesión de derechos de propiedad intelectual?,Son acumulables y están sujetos a retenciones específicas si el pago se realiza a residentes en el extranjero.,LISR_Q&A.docx,Artículo 174:,General,174,Artículo 174
¿Qué reglas aplican a los ingresos obtenidos por agentes aduanales?,Son acumulables y se permite deducir los gastos relacionados con la prestación del servicio.,LISR_Q&A.docx,Artículo 175:,General,175,Artículo 175
¿Qué tratamiento fiscal tienen los ingresos obtenidos por crowdfunding?,"Son acumulables y deben reportarse como ingresos empresariales o donativos, dependiendo de su naturaleza.",LISR_Q&A.docx,Artículo 176:,General,176,Artículo 176
¿Qué obligaciones tienen las personas físicas que operan como freelances?,Deben emitir comprobantes fiscales por sus servicios y reportar sus ingresos en la declaración anual.,LISR_Q&A.docx,Artículo 177:,General,177,Artículo 177
¿Cómo se gravan los ingresos obtenidos por la renta de espacios publicitarios?,Son acumulables y los gastos relacionados con la instalación o mantenimiento de dichos espacios son deducibles.,LISR_Q&A.docx,Artículo 178:,General,178,Artículo 178
¿Qué disposiciones aplican para la retención del ISR en operaciones entre partes relacionadas?,Deben cumplir con las reglas de precios de transferencia y documentar las operaciones conforme a la ley.,LISR_Q&A.docx,Artículo 179:,General,179,Artículo 179
¿Qué tratamiento fiscal tienen los ingresos obtenidos por conferencistas?,"Son acumulables, y los organizadores deben efectuar la retención correspondiente al ISR.",LISR_Q&A.docx,Artículo 180:,General,180,Artículo 180
¿Qué deducciones aplican para las empresas en expansión?,"Pueden deducir inversiones en activos fijos, gastos preoperativos y otros costos relacionados con el inicio de operaciones.",LISR_Q&A.docx,Artículo 181:,General,181,Artículo 181
¿Qué tratamiento fiscal tienen las operaciones de trueque?,Los ingresos obtenidos por el valor de los bienes o servicios intercambiados son acumulables.,LISR_Q&A.docx,Artículo 182:,General,182,Artículo 182
¿Qué disposiciones aplican para los ingresos obtenidos por patrocinios deportivos?,Son acumulables y los patrocinadores pueden deducirlos como gastos publicitarios si cumplen con los requisitos fiscales.,LISR_Q&A.docx,Artículo 183:,General,183,Artículo 183
¿Cómo se gravan los ingresos obtenidos por venta de bienes virtuales?,"Son acumulables y deben reportarse en la declaración anual, aplicando las disposiciones fiscales correspondientes.",LISR_Q&A.docx,Artículo 184:,General,184,Artículo 184
¿Qué tratamiento tienen los ingresos obtenidos por organizaciones de eventos?,Son acumulables y pueden deducir los costos relacionados con la planeación y ejecución del evento.,LISR_Q&A.docx,Artículo 185:,General,185,Artículo 185
¿Qué reglas aplican para los ingresos derivados de servicios de asesoría técnica?,Son acumulables y están sujetos a retenciones si se pagan a residentes en el extranjero.,LISR_Q&A.docx,Artículo 186:,General,186,Artículo 186
¿Cómo se gravan los ingresos obtenidos por influencers digitales?,"Son acumulables y deben reportarse como ingresos empresariales o por servicios independientes, según corresponda.",LISR_Q&A.docx,Artículo 187:,General,187,Artículo 187
¿Qué deducciones son aplicables para las actividades relacionadas con biotecnología?,"Son deducibles los costos de investigación, desarrollo y experimentación relacionados con la actividad.",LISR_Q&A.docx,Artículo 188:,General,188,Artículo 188
¿Qué disposiciones aplican a los ingresos por venta de criptomonedas?,"Son acumulables y deben reportarse en la declaración anual como ganancia de capital o ingreso ordinario, según sea el caso.",LISR_Q&A.docx,Artículo 189:,General,189,Artículo 189
¿Cómo se gravan los ingresos obtenidos por actividades de transporte terrestre?,"Son acumulables y los gastos relacionados con combustible, mantenimiento y salarios son deducibles.",LISR_Q&A.docx,Artículo 190:,General,190,Artículo 190
¿Qué ingresos están gravados para las sociedades extranjeras que operan en México?,Los ingresos atribuibles a su establecimiento permanente en México o provenientes de fuentes mexicanas están sujetos al ISR.,LISR_Q&A.docx,Artículo 191:,General,191,Artículo 191
¿Qué deducciones aplican para la industria manufacturera en México?,"Son deducibles los costos de producción, mantenimiento de maquinaria, y gastos relacionados con la exportación.",LISR_Q&A.docx,Artículo 192:,General,192,Artículo 192
¿Qué tratamiento fiscal tienen los ingresos derivados de la cesión de derechos de uso de bienes inmuebles?,Son acumulables y están sujetos a retenciones si el beneficiario es residente en el extranjero.,LISR_Q&A.docx,Artículo 193:,General,193,Artículo 193
¿Cómo se gravan los ingresos obtenidos por actividades de construcción?,Son acumulables conforme al avance de obra o según las estimaciones autorizadas para cobro.,LISR_Q&A.docx,Artículo 194:,General,194,Artículo 194
¿Qué disposiciones aplican a los ingresos por actividades de minería en México?,"Están gravados, y las empresas deben cumplir con obligaciones adicionales como derechos específicos de minería.",LISR_Q&A.docx,Artículo 195:,General,195,Artículo 195
¿Qué reglas aplican a los ingresos por operaciones realizadas en bolsas de valores?,Las ganancias obtenidas por la compra-venta de acciones son acumulables y pueden deducirse las pérdidas en ciertos casos.,LISR_Q&A.docx,Artículo 196:,General,196,Artículo 196
¿Cómo deben calcularse los ingresos atribuibles a franquicias?,Son acumulables las regalías y derechos recibidos por el uso de la marca o sistema de negocio.,LISR_Q&A.docx,Artículo 197:,General,197,Artículo 197
¿Qué tratamiento fiscal tienen los ingresos por venta de activos fijos?,"Están sujetos al ISR, calculando la ganancia con base en el valor de venta menos el costo pendiente de depreciación.",LISR_Q&A.docx,Artículo 198:,General,198,Artículo 198
¿Qué deducciones aplican para la industria hotelera?,"Son deducibles los gastos de mantenimiento, promoción, servicios públicos y otros costos relacionados con la operación.",LISR_Q&A.docx,Artículo 199:,General,199,Artículo 199
¿Cómo se gravan los ingresos por actividades de transporte aéreo?,"Son acumulables y las empresas pueden deducir costos operativos como combustible, mantenimiento y salarios.",LISR_Q&A.docx,Artículo 200:,General,200,Artículo 200
¿Qué ingresos están exentos para las organizaciones no gubernamentales (ONG)?,"Los donativos y las cuotas de asociados, siempre que se destinen exclusivamente a sus fines no lucrativos.",LISR_Q&A.docx,Artículo 201:,General,201,Artículo 201
¿Qué disposiciones aplican para los ingresos derivados de servicios de telecomunicaciones?,Son acumulables y deben reportarse conforme a los ingresos efectivamente cobrados durante el ejercicio.,LISR_Q&A.docx,Artículo 202:,General,202,Artículo 202
¿Cómo se gravan los ingresos obtenidos por servicios educativos?,"Están gravados los ingresos de instituciones privadas con fines de lucro, excepto aquellos exentos por la ley.",LISR_Q&A.docx,Artículo 203:,General,203,Artículo 203
¿Qué reglas aplican a los ingresos obtenidos por servicios médicos y hospitalarios?,Son acumulables y los gastos relacionados con la operación del establecimiento son deducibles.,LISR_Q&A.docx,Artículo 204:,General,204,Artículo 204
¿Qué tratamiento fiscal tienen las operaciones de factoring?,"Los ingresos derivados del descuento de facturas son acumulables, y las empresas pueden deducir costos financieros relacionados.",LISR_Q&A.docx,Artículo 205:,General,205,Artículo 205
¿Qué disposiciones aplican para los ingresos obtenidos por consultorías especializadas?,Son acumulables y los consultores deben emitir comprobantes fiscales por los servicios prestados.,LISR_Q&A.docx,Artículo 206:,General,206,Artículo 206
¿Cómo se gravan los ingresos por actividades de representación comercial?,Son acumulables y se permite deducir los costos relacionados con la promoción y ventas.,LISR_Q&A.docx,Artículo 207:,General,207,Artículo 207
¿Qué reglas aplican para los ingresos obtenidos por plataformas digitales?,Están sujetos a retenciones específicas y deben reportarse en la declaración anual como ingresos acumulables.,LISR_Q&A.docx,Artículo 208:,General,208,Artículo 208
¿Qué ingresos están gravados para las asociaciones de productores?,Los ingresos derivados de actividades no relacionadas con su objeto social están gravados.,LISR_Q&A.docx,Artículo 209:,General,209,Artículo 209
¿Cómo se gravan los ingresos por actividades de arrendamiento financiero?,Son acumulables y los intereses devengados deben reportarse como ingresos anuales.,LISR_Q&A.docx,Artículo 210:,General,210,Artículo 210
¿Qué disposiciones aplican para los ingresos derivados de la explotación de derechos de autor?,"Son acumulables, salvo exenciones específicas establecidas en la ley.",LISR_Q&A.docx,Artículo 211:,General,211,Artículo 211
¿Qué tratamiento fiscal tienen los ingresos por venta de activos intangibles?,Son acumulables y el costo de adquisición puede deducirse al calcular la ganancia gravable.,LISR_Q&A.docx,Artículo 212:,General,212,Artículo 212
¿Cómo se gravan los ingresos obtenidos por eventos de entretenimiento?,Son acumulables y los organizadores deben efectuar las retenciones correspondientes al ISR.,LISR_Q&A.docx,Artículo 213:,General,213,Artículo 213
¿Qué reglas aplican para los ingresos obtenidos por actividades de reciclaje?,"Son acumulables, pero pueden acceder a beneficios fiscales específicos para fomentar prácticas sustentables.",LISR_Q&A.docx,Artículo 214:,General,214,Artículo 214
¿Qué deducciones aplican para actividades de investigación y desarrollo tecnológico?,"Son deducibles los costos relacionados con proyectos de investigación, pruebas experimentales y desarrollo de tecnología.",LISR_Q&A.docx,Artículo 215:,General,215,Artículo 215
